Alpha,SNP_A,SNP_B,SNP_C,SNP_D
0.505976,N1,N8,N34,M2Q2
0.505976,N1,N5,N20,N35
0.505976,N1,N2,M0P2,M2Q2
0.505976,N0,N8,N9,M0P2
0.505976,N0,N12,N35,N38
0.505975,N5,N9,N10,N38
0.505975,N5,N6,N33,N36
0.505975,N5,N29,N32,N35
0.505975,N5,N23,N35,M1T1
0.505975,N5,N14,N31,N33
0.505975,N4,N9,N28,N37
0.505975,N4,N6,N21,M2Q1
0.505975,N4,N23,N29,N40
0.505975,N4,N21,N33,N35
0.505975,N4,N13,N19,N32
0.505975,N4,N10,N15,N24
0.505975,N3,N6,N19,N25
0.505975,N3,N4,N18,N21
0.505975,N2,N8,N12,N27
0.505975,N2,N15,N28,N38
0.505975,N1,N9,N23,M2Q1
0.505975,N1,N7,N10,N13
0.505975,N1,N27,N36,M1T3
0.505975,N1,N13,N28,M1T1
0.505975,N1,N10,N11,M2Q2
0.505975,N0,N8,N26,N30
0.505974,N5,N7,N34,M0P1
0.505974,N5,N7,N24,M2Q1
0.505974,N5,N6,N32,M2Q3
0.505974,N5,N6,N17,N34
0.505974,N4,N5,N26,M0P2
0.505974,N4,N17,N20,M1T1
0.505974,N4,N15,N19,N32
0.505974,N4,N13,N30,M1T3
0.505974,N4,N10,M0P2,M2Q1
0.505974,N3,N9,N14,N28
0.505974,N2,N8,N30,M1T1
0.505974,N2,N6,N26,N30
0.505974,N2,N25,N29,M2Q3
0.505974,N2,N18,N21,N27
0.505974,N2,N16,N17,N33
0.505974,N2,N15,N23,N39
0.505974,N2,N15,N16,N23
0.505974,N1,N24,N27,M2Q2
0.505974,N1,N10,N39,M0P1
0.505974,N0,N8,N36,M2Q4
0.505974,N0,N8,N13,N14
0.505974,N0,N4,N6,N38
0.505973,N5,N17,N33,M0P1
0.505973,N5,N17,N24,M1T2
0.505973,N5,N17,N18,M2Q2
0.505973,N4,N32,M0P2,M2Q2
0.505973,N4,N20,N31,N38
0.505973,N4,N10,N38,M1T1
0.505973,N3,N27,N34,N40
0.505973,N3,N11,N22,N32
0.505973,N2,N5,N6,N30
0.505973,N1,N6,N16,N36
0.505973,N1,N15,M1T3,M2Q3
0.505973,N0,N4,N9,N17
0.505973,N0,N25,N36,N40
0.505973,N0,N21,N23,N26
0.505973,N0,N15,N26,M1T1
0.505972,N5,N30,N37,M1T1
0.505972,N5,N19,N36,M1T1
0.505972,N5,N17,N30,N33
0.505972,N4,N9,N21,N31
0.505972,N4,N25,N36,M0P2
0.505972,N4,N16,N28,N30
0.505972,N4,N11,N38,N39
0.505972,N4,N10,N12,N15
0.505972,N3,N15,N30,M2Q3
0.505972,N3,N14,N26,N40
0.505972,N2,N9,N23,M2Q4
0.505972,N2,N5,N26,M2Q4
0.505972,N2,N4,N15,N30
0.505972,N2,N3,N4,N15
0.505972,N2,N27,N38,M2Q3
0.505972,N1,N7,N15,M2Q3
0.505972,N1,N34,M0P1,M2Q4
0.505972,N1,N2,N19,N36
0.505972,N0,N8,N19,M2Q1
0.505972,N0,N4,N16,N20
0.505972,N0,N19,N23,N34
0.505971,N5,N33,M0P2,M2Q2
0.505971,N5,N26,N28,N39
0.505971,N5,N16,N22,N28
0.505971,N5,N15,N17,N31
0.505971,N5,N10,N29,N36
0.505971,N4,N8,N31,M2Q1
0.505971,N4,N21,M0P2,M2Q1
0.505971,N3,N5,N10,N36
0.505971,N3,N4,N17,M2Q3
0.505971,N2,N17,N18,N25
0.505971,N1,N26,N39,M2Q3
0.505971,N0,N6,N9,N14
0.505971,N0,N4,N11,N33
0.505971,N0,N2,N32,N37
0.505971,N0,N14,N16,N29
0.505970,N5,N6,N12,M1T3
0.505970,N5,N28,N34,M0P2
0.505970,N5,N21,N33,M1T2
0.505970,N5,N19,N26,M2Q3
0.505970,N4,N17,N30,M1T1
0.505970,N4,N14,N37,M2Q3
0.505970,N4,N13,N28,M0P2
0.505970,N3,N9,N23,N28
0.505970,N3,N9,N15,N21
0.505970,N3,N26,N27,N33
0.505970,N2,N3,N9,N14
0.505970,N2,N10,N27,N30
0.505970,N2,N10,N11,N21
0.505970,N1,N3,N30,M1T2
0.505970,N0,N8,N10,M2Q4
0.505970,N0,N4,N9,N31
0.505969,N5,N8,N13,N18
0.505969,N5,N7,N8,M1T3
0.505969,N5,N7,N35,M2Q4
0.505969,N5,N6,N28,M0P1
0.505969,N5,N40,M1T2,M2Q4
0.505969,N5,N16,N37,M2Q2
0.505969,N5,N11,N28,M1T3
0.505969,N4,N9,N10,N24
0.505969,N4,N7,N34,M0P2
0.505969,N4,N16,N23,M0P2
0.505969,N4,N11,N29,N38
0.505969,N4,N10,N13,M1T3
0.505969,N3,N8,N12,N31
0.505969,N3,N10,N23,M2Q4
0.505969,N2,N8,N15,M2Q1
0.505969,N2,N13,N15,N39
0.505969,N1,N2,N39,M2Q2
0.505969,N1,N10,N29,M0P1
0.505969,N1,M0P2,M1T2,M2Q4
0.505969,N0,N9,N27,N30
0.505969,N0,N3,N32,N38
0.505969,N0,N32,N34,M2Q4
0.505969,N0,N21,N36,N40
0.505969,N0,N16,N23,N28
0.505968,N5,N8,N20,N35
0.505968,N5,N8,M1T1,M2Q3
0.505968,N5,N6,N39,M2Q4
0.505968,N5,N33,N34,M2Q4
0.505968,N5,N30,N33,N38
0.505968,N4,N8,N13,M1T2
0.505968,N4,N22,N25,M1T3
0.505968,N4,N17,N29,M0P2
0.505968,N4,N11,N19,M2Q2
0.505968,N4,N11,N15,N35
0.505968,N3,N21,M0P1,M2Q4
0.505968,N3,N16,N21,N40
0.505968,N2,N8,N32,N33
0.505968,N2,N15,N33,N39
0.505968,N1,N6,N13,M2Q2
0.505968,N1,N38,M0P2,M2Q1
0.505968,N0,N24,N28,N32
0.505968,N0,N17,N19,M1T1
0.505968,N0,N16,N21,N34
0.505968,N0,N15,N27,M0P1
0.505967,N5,N9,N17,M0P2
0.505967,N5,N9,M0P1,M2Q1
0.505967,N5,N7,N10,M0P1
0.505967,N5,N6,N11,N27
0.505967,N5,N29,N32,N36
0.505967,N5,N22,N34,N40
0.505967,N5,N16,N29,M2Q1
0.505967,N5,N12,N14,N20
0.505967,N5,N10,N40,M0P1
0.505967,N4,N7,N40,M1T1
0.505967,N4,N12,N17,N30
0.505967,N4,N11,N20,N28
0.505967,N3,N23,N24,N33
0.505967,N3,N16,N28,N29
0.505967,N2,N4,N5,N7
0.505967,N2,N26,N32,M0P1
0.505967,N2,N21,N40,M2Q1
0.505967,N2,N19,N30,N31
0.505967,N2,N15,N16,M2Q4
0.505967,N1,N6,N11,N14
0.505967,N1,N3,N6,M1T1
0.505967,N1,N18,N20,N25
0.505967,N1,N16,N24,N31
0.505967,N1,N16,M0P2,M2Q1
0.505967,N0,N4,N15,N36
0.505966,N5,N40,M1T1,M2Q4
0.505966,N5,N38,M1T2,M2Q1
0.505966,N5,N22,N28,M1T1
0.505966,N4,N26,N28,N33
0.505966,N3,N9,N17,N34
0.505966,N3,N8,N13,N30
0.505966,N3,N19,N32,N33
0.505966,N3,N17,N24,N28
0.505966,N3,N15,N37,N38
0.505966,N3,N13,N17,N33
0.505966,N3,N12,N25,N37
0.505966,N2,N9,N14,N39
0.505966,N2,N17,N38,M1T2
0.505966,N0,N7,N8,N24
0.505966,N0,N6,N21,N40
0.505965,N5,N8,N18,N38
0.505965,N5,N27,N29,N35
0.505965,N5,N16,N33,N37
0.505965,N5,N13,N33,N37
0.505965,N4,N7,N37,M2Q4
0.505965,N4,N33,N38,M2Q4
0.505965,N4,N22,N27,N36
0.505965,N3,N7,N16,N21
0.505965,N3,N23,N33,M0P1
0.505965,N2,N10,N23,N29
0.505965,N1,N9,N22,N36
0.505965,N1,N4,N18,M2Q3
0.505965,N0,N8,N21,M0P1
0.505965,N0,N5,N23,N26
0.505965,N0,N4,N35,N40
0.505965,N0,N25,M0P2,M2Q2
0.505965,N0,N21,N37,M0P2
0.505965,N0,N21,N22,M2Q1
0.505965,N0,N20,N23,N32
0.505964,N5,N8,N28,M0P1
0.505964,N5,N31,M0P2,M1T1
0.505964,N5,N10,N36,N37
0.505964,N4,N6,N30,N33
0.505964,N4,N22,N37,M0P1
0.505964,N4,N15,N26,M1T1
0.505964,N3,N8,N14,N34
0.505964,N3,N4,N32,M2Q4
0.505964,N3,N11,N23,M2Q2
0.505964,N2,N9,N21,M2Q1
0.505964,N1,N9,N10,N11
0.505964,N1,N8,N10,M0P1
0.505964,N1,N12,N36,N37
0.505963,N5,N27,N31,M1T3
0.505963,N4,N7,N8,N24
0.505963,N4,N21,N30,M1T3
0.505963,N4,N11,N38,M2Q2
0.505963,N3,N8,N24,N35
0.505963,N3,N5,N30,M2Q3
0.505963,N3,N25,N34,M0P1
0.505963,N3,N16,N26,M0P1
0.505963,N3,N12,N27,N34
0.505963,N3,N11,N12,N38
0.505963,N3,N10,N16,N34
0.505963,N2,N6,N15,N33
0.505963,N2,N16,N30,N34
0.505963,N2,N14,N19,N33
0.505963,N2,N13,N18,N23
0.505963,N2,N10,N32,M1T2
0.505963,N1,N3,N18,N37
0.505963,N0,N21,N28,N34
0.505963,N0,N12,N23,N24
0.505963,N0,N12,N13,N15
0.505963,N0,N10,N14,N32
0.505962,N5,N8,N26,M2Q2
0.505962,N5,N21,N31,N36
0.505962,N5,N11,N17,N34
0.505962,N4,N5,N17,N22
0.505962,N4,N21,N38,M1T3
0.505962,N4,N20,M2Q1,M2Q4
0.505962,N4,N15,N29,N30
0.505962,N3,N5,N24,M0P2
0.505962,N3,N14,N21,N34
0.505962,N2,N8,N38,M0P2
0.505962,N2,N8,N12,N29
0.505962,N2,N5,N8,N31
0.505962,N2,N3,N11,N32
0.505962,N2,N16,N21,M0P2
0.505962,N2,N10,N20,N21
0.505962,N1,N27,N32,N36
0.505962,N1,N17,M2Q1,M2Q3
0.505962,N1,N11,N35,N36
0.505962,N1,N10,N29,N36
0.505962,N0,N6,N33,M2Q4
0.505962,N0,N5,N35,M0P1
0.505962,N0,N23,N25,M1T3
0.505962,N0,N16,N21,M2Q2
0.505961,N5,N28,N35,M2Q2
0.505961,N5,N10,N18,N39
0.505961,N4,N27,N34,N40
0.505961,N4,N15,N32,M2Q4
0.505961,N4,N13,N26,M1T1
0.505961,N4,N12,N21,M1T3
0.505961,N3,N4,N16,N37
0.505961,N3,N11,N26,N33
0.505961,N1,N29,N33,M2Q4
0.505961,N0,N8,N17,M2Q1
0.505961,N0,N5,N17,N35
0.505961,N0,N3,N26,N38
0.505961,N0,N23,N33,M1T2
0.505961,N0,N23,N26,N40
0.505961,N0,N14,N29,M2Q1
0.505960,N5,N26,N37,N39
0.505960,N4,N8,N24,M1T3
0.505960,N4,N20,N39,M1T2
0.505960,N4,N13,N21,M0P2
0.505960,N3,N5,N12,M2Q1
0.505960,N3,N16,N28,N39
0.505960,N2,N5,N37,M2Q2
0.505960,N2,N4,N7,N16
0.505960,N2,N3,N21,M1T3
0.505960,N1,N3,N37,M2Q3
0.505960,N1,N3,N29,N40
0.505960,N0,N7,N14,N23
0.505960,N0,N19,N28,N32
0.505959,N5,N6,N17,M1T2
0.505959,N5,N15,N31,N36
0.505959,N5,N10,N18,N37
0.505959,N4,N9,N21,M2Q2
0.505959,N4,N6,N22,N27
0.505959,N4,N5,N30,N32
0.505959,N4,N10,N20,N40
0.505959,N3,N8,N20,N32
0.505959,N3,N8,N17,M0P1
0.505959,N3,N4,N26,N30
0.505959,N3,N16,N38,M1T1
0.505959,N2,N8,N14,M0P2
0.505959,N2,N4,N5,M1T2
0.505959,N2,N3,N12,N25
0.505959,N2,N27,N30,N34
0.505959,N1,N9,N10,M2Q4
0.505959,N1,N6,N11,N13
0.505959,N1,N4,N22,M0P2
0.505959,N1,N2,N24,N34
0.505959,N1,N28,N36,M2Q2
0.505959,N1,N20,N33,M2Q1
0.505959,N0,N6,N7,N8
0.505959,N0,N1,N16,M0P1
0.505959,N0,N17,N32,M2Q4
0.505959,N0,N14,N20,N31
0.505959,N0,N13,N25,M1T2
0.505958,N5,N9,N24,M1T3
0.505958,N5,N7,N27,M2Q1
0.505958,N5,N19,N21,N37
0.505958,N5,N18,N23,N31
0.505958,N5,N15,N18,N39
0.505958,N4,N30,N35,M2Q3
0.505958,N4,N28,N32,M0P1
0.505958,N4,N12,N19,M2Q2
0.505958,N3,N9,N23,N32
0.505958,N3,N5,N17,N37
0.505958,N3,N10,N19,N25
0.505958,N2,N17,N26,N28
0.505958,N2,N15,N23,N32
0.505958,N2,N10,N25,N28
0.505958,N1,N3,N9,N12
0.505958,N1,N3,N7,N29
0.505958,N0,N23,N29,N35
0.505958,N0,N20,N26,N40
0.505958,N0,N10,N18,N23
0.505957,N5,N9,N24,N34
0.505957,N5,N9,N11,N35
0.505957,N5,N28,N35,M0P1
0.505957,N4,N6,N33,N38
0.505957,N3,N9,N15,N24
0.505957,N3,N4,N22,N30
0.505957,N3,N27,N28,N39
0.505957,N3,N16,N27,N38
0.505957,N3,N14,N28,N31
0.505957,N2,N9,N21,N38
0.505957,N2,N23,N33,N39
0.505957,N2,N16,N23,N28
0.505957,N1,N7,N31,N38
0.505957,N1,N31,N32,M2Q2
0.505957,N1,N26,M2Q1,M2Q2
0.505957,N0,N2,N30,N37
0.505956,N5,N39,M1T1,M2Q3
0.505956,N5,N13,N20,M1T3
0.505956,N4,N5,N38,M0P1
0.505956,N4,N32,M0P2,M2Q3
0.505956,N4,N22,N29,N32
0.505956,N4,N19,N32,M0P1
0.505956,N4,N12,N13,N14
0.505956,N3,N8,N11,N33
0.505956,N3,N6,N20,N23
0.505956,N3,N14,N15,N29
0.505956,N1,N6,N29,N35
0.505956,N1,N34,M1T1,M2Q4
0.505956,N1,N2,N36,N37
0.505956,N1,N17,N22,M2Q2
0.505956,N0,N5,N39,M0P1
0.505956,N0,N3,N25,M2Q3
0.505955,N5,N33,M1T2,M2Q3
0.505955,N5,N22,N26,N27
0.505955,N5,N22,N24,N39
0.505955,N4,N9,N39,M0P2
0.505955,N4,N15,N38,M1T2
0.505955,N4,N15,N29,M0P1
0.505955,N3,N6,N11,N21
0.505955,N3,N4,N23,N36
0.505955,N3,N32,N38,M0P2
0.505955,N3,N17,N18,N26
0.505955,N3,N13,N16,N35
0.505955,N2,N30,N34,N35
0.505955,N2,N16,N38,M1T1
0.505955,N0,N25,N34,N37
0.505955,N0,N10,N25,M2Q2
0.505955,N0,N10,N23,N26
0.505954,N5,N23,N39,M0P1
0.505954,N5,N21,N34,N35
0.505954,N5,N19,N30,M2Q4
0.505954,N4,N5,N18,N36
0.505954,N4,N22,N23,M2Q4
0.505954,N4,N11,N33,N38
0.505954,N3,N7,N10,N14
0.505954,N3,N21,N28,M2Q2
0.505954,N3,N21,N22,N24
0.505954,N3,N18,N22,N25
0.505954,N3,N10,N27,N32
0.505954,N2,N25,N26,N39
0.505954,N0,N8,N11,N13
0.505953,N5,N7,N24,M1T1
0.505953,N5,N37,N39,M2Q1
0.505953,N5,N22,N24,N31
0.505953,N5,N14,N26,N30
0.505953,N5,N10,N33,N37
0.505953,N4,N22,N32,N38
0.505953,N4,N20,N21,M2Q2
0.505953,N3,N25,N30,M0P2
0.505953,N2,N9,N16,N39
0.505953,N2,N7,N38,M1T1
0.505953,N2,N5,N16,M0P2
0.505953,N2,N3,N17,N25
0.505953,N2,N21,N34,M0P2
0.505953,N2,N15,N23,N40
0.505953,N1,N4,N19,N35
0.505953,N1,N2,N13,N22
0.505953,N1,N29,M0P1,M2Q1
0.505953,N0,N4,N8,N37
0.505953,N0,N3,N17,N19
0.505953,N0,N15,N18,N38
0.505953,N0,N11,N12,N27
0.505952,N5,N40,M0P2,M2Q4
0.505952,N5,N32,N33,M2Q3
0.505952,N5,N24,N29,M0P2
0.505952,N5,N24,N25,M1T1
0.505952,N5,N20,N28,N29
0.505952,N4,N6,N12,N29
0.505952,N4,N22,N23,M1T2
0.505952,N4,N18,N38,M2Q2
0.505952,N4,N18,N22,N32
0.505952,N3,N4,N27,M2Q2
0.505952,N2,N4,N25,N35
0.505952,N2,N17,N20,N30
0.505952,N1,N6,N22,N40
0.505952,N1,N6,N11,N40
0.505952,N1,N17,N18,N24
0.505952,N0,N3,N25,M1T1
0.505952,N0,N25,N30,N34
0.505952,N0,N1,N7,N30
0.505951,N5,N7,M1T1,M2Q1
0.505951,N5,N13,N33,M0P2
0.505951,N5,N10,N38,M2Q4
0.505951,N4,N9,N33,N40
0.505951,N4,N16,N24,N39
0.505951,N4,N16,N24,N33
0.505951,N4,N14,N38,M1T3
0.505951,N4,N12,N25,N31
0.505951,N3,N5,N32,N39
0.505951,N3,N4,N30,M1T1
0.505951,N3,N14,N40,M2Q2
0.505951,N2,N5,N13,N27
0.505951,N2,N20,N26,N32
0.505951,N2,N13,N15,N30
0.505951,N1,N3,N31,N35
0.505951,N1,N2,N26,M2Q3
0.505951,N1,N28,M1T3,M2Q2
0.505951,N1,N15,N20,N31
0.505951,N1,N13,N37,M0P2
0.505951,N1,N10,N19,N29
0.505951,N0,N2,N21,N40
0.505950,N5,N9,N17,M0P1
0.505950,N5,N7,N17,M0P1
0.505950,N4,N8,N9,N37
0.505950,N4,N8,N17,N34
0.505950,N4,N7,N17,N32
0.505950,N4,N16,N17,M2Q1
0.505950,N4,N15,N30,M0P1
0.505950,N4,N10,N15,N39
0.505950,N3,N8,N24,M0P1
0.505950,N3,N5,N9,N22
0.505950,N3,N5,N18,N40
0.505950,N3,N23,N30,M2Q4
0.505950,N3,N21,N32,N39
0.505950,N3,N21,N24,M2Q3
0.505950,N2,N6,N7,N16
0.505950,N2,N4,N40,M1T1
0.505950,N1,N9,N13,N31
0.505950,N1,N34,N37,N39
0.505950,N1,N29,N30,M0P1
0.505950,N1,N25,N29,M1T3
0.505950,N1,N22,N30,N37
0.505950,N1,N20,N34,M2Q3
0.505950,N0,N4,N30,N32
0.505950,N0,N1,M1T2,M2Q4
0.505949,N5,N9,N22,M1T3
0.505949,N5,N28,N37,N39
0.505949,N5,N27,N37,M0P2
0.505949,N5,N26,N33,M1T1
0.505949,N5,N26,N32,M0P2
0.505949,N5,N25,N35,N36
0.505949,N4,N9,N39,M1T2
0.505949,N4,N22,N32,M0P2
0.505949,N3,N8,N9,M0P1
0.505949,N3,N8,N14,N37
0.505949,N3,N21,N29,N36
0.505949,N2,N16,N25,N37
0.505949,N2,N15,N30,M2Q1
0.505949,N1,N4,N7,N31
0.505949,N1,N36,N39,N40
0.505949,N1,N34,N37,N38
0.505949,N1,N25,N31,N37
0.505949,N1,N13,N40,M0P1
0.505948,N5,N8,N34,N35
0.505948,N5,N8,N24,N31
0.505948,N5,N7,N23,N39
0.505948,N5,N7,N15,M1T1
0.505948,N5,N13,N39,M2Q1
0.505948,N5,N12,N17,N34
0.505948,N4,N7,N23,M2Q1
0.505948,N4,N23,N29,N38
0.505948,N3,N6,N16,N26
0.505948,N3,N4,N16,N34
0.505948,N3,N21,N34,N40
0.505948,N2,N9,N16,N35
0.505948,N2,N4,N22,M1T1
0.505948,N2,N20,N21,M2Q3
0.505948,N0,N8,N25,N34
0.505948,N0,N5,N9,M1T3
0.505948,N0,N5,N36,N39
0.505948,N0,N4,N14,N37
0.505948,N0,N35,N40,M0P2
0.505948,N0,N14,N31,M2Q3
0.505947,N5,N9,N12,N28
0.505947,N5,N6,N34,N35
0.505947,N5,N32,N40,M2Q3
0.505947,N5,N32,N33,M2Q1
0.505947,N5,N12,N35,M2Q3
0.505947,N4,N8,N11,M2Q3
0.505947,N4,N6,N22,N23
0.505947,N4,N5,N7,M2Q3
0.505947,N4,N31,N32,M1T3
0.505947,N4,N26,M0P1,M1T2
0.505947,N3,N12,N17,M2Q3
0.505947,N2,N6,N14,N39
0.505947,N2,N5,N9,N23
0.505947,N2,N4,N19,N37
0.505947,N2,N3,N8,N39
0.505947,N2,N16,N32,M0P2
0.505947,N1,N7,N33,N37
0.505947,N1,N17,N24,M2Q2
0.505947,N0,N9,N17,N32
0.505947,N0,N2,N25,M1T2
0.505947,N0,N2,N17,N32
0.505947,N0,N21,N38,M2Q3
0.505947,N0,N21,N32,N40
0.505947,N0,N19,N21,M0P1
0.505947,N0,N15,N36,M2Q4
0.505946,N5,N26,N30,N37
0.505946,N5,N23,N26,N31
0.505946,N5,N10,N13,M2Q4
0.505946,N4,N8,M0P2,M2Q1
0.505946,N4,N21,M2Q3,M2Q4
0.505946,N4,N14,N35,N36
0.505946,N4,N11,N16,M1T2
0.505946,N4,N10,N24,N31
0.505946,N3,N21,N24,N33
0.505946,N2,N23,N39,M2Q4
0.505946,N2,N23,N38,M0P2
0.505946,N1,N7,N21,M2Q3
0.505946,N1,N7,M0P1,M2Q2
0.505946,N1,N29,N34,M0P2
0.505946,N1,N28,N33,M0P1
0.505946,N1,N27,N29,M2Q1
0.505946,N1,N16,N18,N39
0.505946,N1,N14,N29,N37
0.505946,N0,N9,N14,N32
0.505946,N0,N3,N8,N18
0.505946,N0,N25,N26,N37
0.505945,N5,N29,N34,M2Q2
0.505945,N4,N5,N10,N18
0.505945,N4,N11,N14,N18
0.505945,N3,N7,N11,M2Q4
0.505945,N3,N21,N34,M2Q1
0.505945,N3,N21,N22,N38
0.505945,N3,N19,N26,N33
0.505945,N3,N15,N21,N37
0.505945,N3,N13,N17,M1T1
0.505945,N2,N5,N27,N37
0.505945,N1,N36,N39,M1T1
0.505945,N1,N29,N33,N35
0.505945,N1,N15,N32,N36
0.505945,N1,N14,N18,N34
0.505945,N0,N5,N11,N26
0.505945,N0,N18,N21,N24
0.505945,N0,N10,N14,N39
0.505944,N5,N7,N30,N33
0.505944,N5,N24,N30,N37
0.505944,N5,N19,N29,N31
0.505944,N5,N10,N27,N35
0.505944,N4,N7,N11,M2Q3
0.505944,N4,N19,N24,N35
0.505944,N4,N17,N34,M0P1
0.505944,N3,N27,N30,N40
0.505944,N3,N16,N37,N38
0.505944,N3,N15,N32,N40
0.505944,N3,N15,N23,M2Q2
0.505944,N3,N12,N26,N35
0.505944,N3,N11,N26,M2Q4
0.505944,N2,N5,N13,M1T1
0.505944,N2,N4,N15,N24
0.505944,N2,N4,N13,M2Q4
0.505944,N2,N3,N21,M2Q3
0.505944,N2,N18,N32,M2Q1
0.505944,N1,N10,N20,N31
0.505944,N0,N4,N21,N34
0.505944,N0,M0P2,M1T1,M1T2
0.505943,N5,N7,N29,M2Q2
0.505943,N5,N15,N29,N30
0.505943,N5,N11,N18,N26
0.505943,N4,N9,N23,M1T1
0.505943,N4,N26,N31,N32
0.505943,N4,N22,N25,N29
0.505943,N4,N16,N29,N35
0.505943,N4,N13,N37,M0P1
0.505943,N4,N11,N24,N32
0.505943,N4,N10,N40,M2Q2
0.505943,N4,N10,M1T1,M2Q2
0.505943,N3,N6,N13,N35
0.505943,N3,N5,N32,M1T1
0.505943,N3,N23,N28,N40
0.505943,N2,N8,N34,M1T2
0.505943,N2,N8,N20,N26
0.505943,N2,N6,N8,N30
0.505943,N1,N9,N19,N22
0.505943,N1,N4,N18,M0P1
0.505943,N1,N17,N31,M1T3
0.505943,N0,N7,N21,M1T2
0.505943,N0,N5,N32,M1T3
0.505943,N0,N3,N4,N17
0.505943,N0,N25,N35,N39
0.505943,N0,N11,N13,N15
0.505942,N5,N6,N36,M2Q1
0.505942,N5,N14,N31,N35
0.505942,N4,N9,N19,N26
0.505942,N4,N30,N31,M0P1
0.505942,N4,N27,N31,M0P1
0.505942,N4,N11,N27,M2Q1
0.505942,N3,N6,N27,M0P1
0.505942,N3,N6,N17,M0P2
0.505942,N3,N5,M2Q3,M2Q4
0.505942,N3,N21,M1T1,M2Q3
0.505942,N3,N14,N38,M2Q1
0.505942,N2,N23,N40,M0P2
0.505942,N2,N10,N25,N39
0.505942,N1,N9,N10,N40
0.505942,N1,N33,M1T1,M2Q4
0.505942,N1,N2,N10,N24
0.505942,N0,N21,N31,N32
0.505942,N0,N12,N27,N32
0.505942,N0,N10,N14,N19
0.505941,N5,N6,N30,N33
0.505941,N5,N31,N32,N35
0.505941,N5,N18,N36,M2Q1
0.505941,N5,N15,N36,M2Q1
0.505941,N4,N15,N18,N21
0.505941,N4,N13,N40,M1T3
0.505941,N3,N11,N15,N21
0.505941,N2,N6,N23,N24
0.505941,N0,N3,N15,N32
0.505941,N0,N14,N18,N40
0.505940,N5,N6,N30,N35
0.505940,N5,N6,N22,N24
0.505940,N5,N33,N38,M0P2
0.505940,N5,N11,N18,N32
0.505940,N5,N10,M1T2,M2Q4
0.505940,N4,N15,N19,N35
0.505940,N4,N13,N20,N38
0.505940,N3,N5,N14,M2Q3
0.505940,N3,N4,N23,N31
0.505940,N3,N25,N28,N35
0.505940,N2,N8,N14,N34
0.505940,N2,N6,N23,N32
0.505940,N2,N5,N32,N33
0.505940,N2,N15,N16,N28
0.505940,N1,N8,N20,N31
0.505940,N1,N3,N9,N31
0.505940,N1,N29,N33,N40
0.505940,N1,N28,N39,M1T1
0.505940,N0,N5,N22,M1T1
0.505940,N0,N33,N35,M0P2
0.505940,N0,N2,N20,N27
0.505939,N5,N17,N26,M0P1
0.505939,N5,M2Q1,M2Q3,M2Q4
0.505939,N4,N9,N15,M0P2
0.505939,N4,N26,N37,M2Q2
0.505939,N3,N31,N32,N34
0.505939,N2,N8,N10,N35
0.505939,N1,N36,N37,M0P1
0.505939,N1,N17,N18,M2Q3
0.505939,N1,N12,N31,N38
0.505939,N0,N5,N13,N34
0.505939,N0,N4,N33,N39
0.505939,N0,N1,N36,M1T2
0.505939,N0,N15,N19,M0P2
0.505938,N5,N6,N8,N34
0.505938,N5,N6,N13,N36
0.505938,N5,N24,M0P2,M1T2
0.505938,N5,N23,M1T2,M2Q1
0.505938,N5,N20,N27,M1T3
0.505938,N3,N27,N28,N40
0.505938,N2,N5,N7,N10
0.505938,N2,N15,N20,N30
0.505938,N2,N15,N16,N24
0.505938,N1,N7,N20,N37
0.505938,N1,N4,N7,M1T2
0.505938,N1,N39,M0P2,M1T2
0.505938,N1,N26,M1T2,M2Q3
0.505938,N1,N22,N26,N34
0.505938,N1,N15,N29,M1T3
0.505938,N1,N12,N28,N34
0.505938,N1,N10,N14,N33
0.505937,N5,N7,N22,M0P2
0.505937,N5,N21,N30,M1T2
0.505937,N4,N6,N18,N25
0.505937,N4,N30,N33,M2Q4
0.505937,N4,N26,N39,M1T2
0.505937,N4,N24,N33,M1T2
0.505937,N4,N21,N28,N33
0.505937,N3,N5,N22,M2Q1
0.505937,N3,N15,N16,M2Q4
0.505937,N2,N6,N23,M1T3
0.505937,N2,N5,N11,M2Q4
0.505937,N2,N23,N32,M1T2
0.505937,N0,N25,N39,M2Q3
0.505936,N5,N8,N35,M2Q4
0.505936,N5,N6,N13,N29
0.505936,N5,N32,N37,N39
0.505936,N5,N26,N39,M1T1
0.505936,N5,N18,N29,M2Q4
0.505936,N5,N14,N37,M2Q2
0.505936,N5,N10,N20,N37
0.505936,N4,N8,N15,N34
0.505936,N4,N8,M1T1,M1T3
0.505936,N4,N15,N19,N26
0.505936,N4,N10,N29,M2Q3
0.505936,N3,N12,N15,N19
0.505936,N2,N4,N37,M2Q4
0.505936,N2,N14,N17,N36
0.505936,N1,N9,N12,N30
0.505936,N1,N2,N9,M1T1
0.505936,N1,N2,N12,M2Q4
0.505936,N1,N26,N28,M2Q3
0.505936,N1,N18,N30,M2Q4
0.505936,N1,N12,N24,M1T1
0.505936,N0,N12,N19,N23
0.505935,N4,N16,N19,M1T3
0.505935,N4,N15,N36,M1T1
0.505935,N4,N13,N23,N36
0.505935,N4,N11,N24,N38
0.505935,N4,N11,N13,M1T2
0.505935,N4,N11,M0P1,M1T2
0.505935,N4,N10,N13,N38
0.505935,N3,N19,N27,M2Q2
0.505935,N2,N27,N34,N40
0.505935,N1,N3,N18,N22
